jurisdiction,permit_number,application_date,issue_date,expiration_date,status,address,city,state,zip_code,parcel_number,permit_type,permit_subtype,work_description,project_value,square_footage,contractor_name,contractor_company,applicant_name,owner_name,business_name,architect,engineer,source_record_url,source_dataset_url,date_collected
City of Lakeland,BLD26-04124,2026-07-14,,,,625 SHORE ACRES DR,LAKELAND,FL,33801,64455,Permit,Mechanical,PP INSP - HVAC,10000.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T10:54:52Z
City of Lakeland,BLD26-04125,2026-07-14,,,,608 KERNEYWOOD ST,LAKELAND,FL,33803,35213,Permit,Roof,roof over rear low slope roof,4835.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T10:54:52Z
City of Lakeland,BLD26-04129,2026-07-14,,,,4615 DARCIN DR,LAKELAND,FL,33813,89329,Permit,Roof,tear off and re roof,19570.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T10:54:52Z
City of Lakeland,BLD26-04130,2026-07-14,,,,600 BONNET SPRINGS BLVD,LAKELAND,FL,33815,243152,Permit,Electrical,Adding Pole Lights,85000.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T10:54:52Z
City of Lakeland,BLD26-04140,2026-07-14,,,,628 WILLIAMS ST W,LAKELAND,FL,33805,141495,Permit,Building Residential,new single family home,150000.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T10:54:52Z
City of Lakeland,BLD26-04142,2026-07-14,,,,4300 HWY 98  N,LAKELAND,FL,33809,56798,Permit,Roof,Standing Seam Metal Roof Removal and Replacement,117675.0,,,,SAFEGUARD ROOFING GROUP (CCC1334615),,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T10:54:52Z
City of Lakeland,BLD26-04144,2026-07-14,,,,1569 TOWN CENTER DR,LAKELAND,FL,33803,160285,Permit,Mechanical,CHANGE OUT EXISTING,18500.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T10:54:52Z
City of Lakeland,BLD26-04145,2026-07-14,,,,2345 COMMERCE POINT DR,LAKELAND,FL,33801,149792,Permit,Tent,Temporary Tent for Employee Luncheon,,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T10:54:52Z
City of Lakeland,BLD26-04147,2026-07-14,,,,2116 BASSEDENA CIR W,LAKELAND,FL,33805,2631,Permit,Roof,Re-roofing | No structural modification,14233.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T10:54:52Z
City of Lakeland,BLD26-04148,2026-07-14,,,,5872 CRANE DR,LAKELAND,FL,33809,77615,Permit,Building Residential,Remove and replace 8 windows size for size,15878.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T10:54:52Z
City of Lakeland,BLD26-04156,2026-07-14,,,,2200 FAIRMOUNT AVE,LAKELAND,FL,33803,85701,Permit,Fence/Retaining Wall,Replace Retaining Wall,20000.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T10:54:52Z
City of Lakeland,BLD26-04126,2026-07-14,,,,981 LAKE HOLLINGSWORTH DR,LAKELAND,FL,33803,85612,Permit,Building Residential,New Single Family Residence,885000.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T10:54:52Z
City of Lakeland,BLD26-04128,2026-07-14,,,,4586 LAKELAND HARBOR LOOP,LAKELAND,FL,33805,142559,Permit,Building Residential,"Replace 7 windows, size for size.",5015.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T10:54:52Z
City of Lakeland,BLD26-04131,2026-07-14,,,,3526 BARLEY LN,LAKELAND,FL,33803,2555,Permit,Roof,Reroof 65sq. with Owens Corning shingles,37871.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T10:54:52Z
City of Lakeland,BLD26-04132,2026-07-14,,,,521 POPPELL DR,LAKELAND,FL,33813,54208,Permit,Mechanical,AC Changeout,13300.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T10:54:52Z
City of Lakeland,BLD26-04134,2026-07-14,,,,5745 MONROE SPRINGS WAY,LAKELAND,FL,33811,236073,Permit,Electrical,1206986-Bartley -TT,1646.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T10:54:52Z
City of Lakeland,BLD26-04135,2026-07-14,,,,1736 NEW JERSEY RD,LAKELAND,FL,33803,46343,Permit,Mechanical,AC change out air handler and condenser 15 ton unit,51389.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T10:54:52Z
City of Lakeland,BLD26-04136,2026-07-14,,,,302 HEATHERPOINT DR,LAKELAND,FL,33809,29482,Permit,Roof,PP REV & INSP- SHINGLES,28168.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T10:54:52Z
City of Lakeland,BLD26-04146,2026-07-14,,,,1512 HANDLEY BLVD,LAKELAND,FL,33803,28065,Permit,Roof,roof replacement,15118.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T10:54:52Z
City of Lakeland,BLD26-04149,2026-07-14,,,,915 OHIO AVE N,LAKELAND,FL,33815,48788,Permit,Building Commercial,New ADA Ramp,10000.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T10:54:52Z
City of Lakeland,BLD26-04150,2026-07-14,,,,1407 GLENDALE ST,LAKELAND,FL,33803,25517,Permit,Mechanical,installinmg a mini split,3200.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T10:54:52Z
City of Lakeland,BLD26-04151,2026-07-14,,,,230 FLORIDA AVE S,LAKELAND,FL,33801,118358,Permit,Building Commercial,PP REV & INSP- Southside Phase 3,8000000.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T10:54:52Z
City of Lakeland,BLD26-04157,2026-07-14,,,,1638 PINEBERRY ST,LAKELAND,FL,33803,112640,Permit,Roof,1638 pineberry,9000.0,,,,SUN KISSED CONTRACTING INC (CCC1331855),,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T10:54:52Z
City of Lakeland,BLD26-04127,2026-07-14,,,,618 WILLIAMS ST W,LAKELAND,FL,33805,74068,Permit,Roof,Re-roof shingles,6800.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T10:54:52Z
City of Lakeland,BLD26-04137,2026-07-14,,,,714 CLAYTON AVE S,LAKELAND,FL,33801,9496,Permit,Roof,TEAR OFF AND REROOF,10870.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T10:54:52Z
City of Lakeland,BLD26-04138,2026-07-14,,,,717 CLAYTON AVE S,LAKELAND,FL,33801,9498,Permit,Roof,TEAR OFF AND REROOF,10277.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T10:54:52Z
City of Lakeland,BLD26-04141,2026-07-14,,,,630 WILLIAMS ST W,LAKELAND,FL,33805,74075,Permit,Building Residential,new home single family,150000.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T10:54:52Z
City of Lakeland,BLD26-04154,2026-07-14,,,,4428 RIVER BIRCH BND,Lakeland,FL,33811,273930,Permit,Tanks,PP INSP- LP TANK INSTALL,4000.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T10:54:52Z
City of Lakeland,BLD26-04155,2026-07-14,,,,6445 TRADEPORT DR,LAKELAND,FL,33805,228091,Permit,Mechanical,HVAC CHANGEOUT,187005.0,,,,,,,,,https://ims.lakelandgov.net/ims/Account/Anonymous?returnUrl=%2Fims%2FFind3%3Fcat%3DPermits,https://services1.arcgis.com/mcbQY5xNGGGM1vBX/arcgis/rest/services/IMS_Projects_Permits/FeatureServer/6,2026-07-15T10:54:52Z
City of Tampa,BLD-26-0520048,2025-11-06,2026-07-01,,Revision,3000   Bayport Dr,Tampa,FL,33607,,Commercial New Construction and Additions,Business,"Interior Improvement of an existing fitness center with a small exterior addition. Suite 110.
Existing outdoor patio to be converted part of gym. Building, Electrical, Mechanical, Plumbing, and Fire.",,0.0,,,,,SEC: FEMA: Threshold: (Suite 110) Addition: Interior ALT,,,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=25CAP&capID2=00000&capID3=02S3P&agencyCode=TAMPA,https://arcgis.tampagov.net/arcgis/rest/services/Planning/ConstructionInspections/MapServer/0,2026-07-15T14:20:53Z
City of Tampa,BDE-26-0445546,2026-05-08,2026-07-13,,Issued,1002 S  Howard Ave,Tampa,FL,33606,,Commercial Demolition Permit,Commercial,Demolition of existing commercial building.,,0.0,,,,,DEMO Commercial Buildings,,,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=26CAP&capID2=00000&capID3=00R4A&agencyCode=TAMPA,https://arcgis.tampagov.net/arcgis/rest/services/Planning/ConstructionInspections/MapServer/0,2026-07-15T14:20:53Z
City of Tampa,BDE-26-0445555,2026-05-14,2026-07-07,,Issued,1200 N  West Shore Blvd FS,Tampa,FL,33607,,Commercial Demolition Permit,Commercial,Demolition of existing 5-story hotel and site improvements,,0.0,,,,,Commercial DEMO: 5-STY Hotel and Site Improvement,,,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=26CAP&capID2=00000&capID3=00RV8&agencyCode=TAMPA,https://arcgis.tampagov.net/arcgis/rest/services/Planning/ConstructionInspections/MapServer/0,2026-07-15T14:20:53Z
City of Tampa,BDE-26-0445592,2026-05-29,2026-07-02,,Issued,4625 W  Longfellow Ave,Tampa,FL,33629,,Residential Demolition Permit,Residential,demolition,,0.0,,,,,Demo SFR,,,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=26CAP&capID2=00000&capID3=00UPR&agencyCode=TAMPA,https://arcgis.tampagov.net/arcgis/rest/services/Planning/ConstructionInspections/MapServer/0,2026-07-15T14:20:53Z
City of Tampa,BDE-26-0445612,2026-06-09,2026-07-01,,Issued,3901 W  Tacon St,Tampa,FL,33629,,Residential Demolition Permit,Residential,"Residential structure demolition: Removal of an existing single-family dwelling and driveway, including foundation, utilities disconnection, and site clearing, in accordance with local safety and environmental regulations. Includes permit and silt fencing",,0.0,,,,,Demo SFR,,,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=26CAP&capID2=00000&capID3=00WPE&agencyCode=TAMPA,https://arcgis.tampagov.net/arcgis/rest/services/Planning/ConstructionInspections/MapServer/0,2026-07-15T14:20:53Z
City of Tampa,BDE-26-0445618,2026-06-11,2026-07-13,,Issued,214 S  Occident St,Tampa,FL,33609,,Residential Demolition Permit,Residential,"Complete demolition and removal of single family home, swimming pool, and sewer cut and cap.",,0.0,,,,,Demo SFR and Pool,,,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=26CAP&capID2=00000&capID3=00X9C&agencyCode=TAMPA,https://arcgis.tampagov.net/arcgis/rest/services/Planning/ConstructionInspections/MapServer/0,2026-07-15T14:20:53Z
City of Tampa,BDE-26-0445624,2026-06-12,2026-07-01,,Issued,210 S  OBrien St,Tampa,FL,33609,,Residential Demolition Permit,Residential,"Demolition of home, with large driveway and carport. Remove bushes and plants around home. Demolition of pool, pool deck, back wooden porch and covered back porch.",,0.0,,,,,"DEMO SFR, Driveway, Carport, Pool and Deck",,,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=26CAP&capID2=00000&capID3=00XHK&agencyCode=TAMPA,https://arcgis.tampagov.net/arcgis/rest/services/Planning/ConstructionInspections/MapServer/0,2026-07-15T14:20:53Z
City of Tampa,BDE-26-0445642,2026-06-18,2026-07-06,,Issued,5815   Interbay Blvd,Tampa,FL,33611,,Residential Demolition Permit,Residential,"Demolition of existing single level, single family wood exterior wall home.",,0.0,,,,,DEMO SFR,,,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=26CAP&capID2=00000&capID3=01T8E&agencyCode=TAMPA,https://arcgis.tampagov.net/arcgis/rest/services/Planning/ConstructionInspections/MapServer/0,2026-07-15T14:20:53Z
City of Tampa,BDE-26-0445651,2026-06-24,2026-07-09,,Issued,1634 E  Mulberry Dr,Tampa,FL,33604,,Residential Demolition Permit,Residential,Demolition of screened/covered pool house,,0.0,,,,,Demo Pool House,,,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=26CAP&capID2=00000&capID3=01U7Q&agencyCode=TAMPA,https://arcgis.tampagov.net/arcgis/rest/services/Planning/ConstructionInspections/MapServer/0,2026-07-15T14:20:53Z
City of Tampa,BLD-26-0520524,2025-11-20,2026-07-06,,Revision,2802   Guy N Verger Blvd,Tampa,FL,33605,,Commercial Building Alterations (Renovations),Storage,"*FEMA SFHA: LIMITED PRIVATE PROVIDER – PLAN REVIEW AND INSPECTIONS. CITY OF TAMPA WILL REVIEW FOR SUBSTANTIAL IMPROVEMENT (SI), FLOOD LOAD, AND FLOOD RESISTANT MATERIALS. IF PROJECT IS SI, THE CITY WILL TAKE LEAD ON REVIEWS FOR ALL ITEMS UP TO THE REQUIRED DFE. 

THE CITY WILL TAKE LEAD ON INSPECT",,0.0,,,,,SEC: FEMA: PP:  WH 209 repairs,,,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=25CAP&capID2=00000&capID3=02UO6&agencyCode=TAMPA,https://arcgis.tampagov.net/arcgis/rest/services/Planning/ConstructionInspections/MapServer/0,2026-07-15T14:20:53Z
City of Tampa,BLD-26-0521174,2025-12-12,2026-07-06,,Revision,615   Channelside Dr,Tampa,FL,33602,,Commercial Building Alterations (Renovations),Business,"*FEMA SFHA: LIMITED PRIVATE PROVIDER – PLAN REVIEW AND INSPECTIONS. CITY OF TAMPA WILL REVIEW FOR SUBSTANTIAL IMPROVEMENT (SI), FLOOD LOAD, AND FLOOD RESISTANT MATERIALS. IF PROJECT IS SI, THE CITY WILL TAKE LEAD ON REVIEWS FOR ALL ITEMS UP TO THE REQUIRED DFE. 

THE CITY WILL TAKE LEAD ON INSPECT",,0.0,,,,,SEC: FEMA: PP: Velera: Build out,,,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=25CAP&capID2=00000&capID3=02YC5&agencyCode=TAMPA,https://arcgis.tampagov.net/arcgis/rest/services/Planning/ConstructionInspections/MapServer/0,2026-07-15T14:20:53Z
City of Tampa,BLD-26-0521186,2025-12-12,2026-07-15,,Revision,1913 N  Nebraska Ave,Tampa,FL,33602,,Commercial Building Alterations (Renovations),Assembly,"Early start for interior, non-structural work ONLY
No inspections may be scheduled until the permit is issued.

Adding/removing walls, new a/c - CANTINA INTERIOR REFRESH W/EL, PL, & MECH, no fire",,0.0,,,,,"EARLY START - Interior Remodel including Arch and MEPs, no fire - Centro Asturiano",,,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=25CAP&capID2=00000&capID3=02YEG&agencyCode=TAMPA,https://arcgis.tampagov.net/arcgis/rest/services/Planning/ConstructionInspections/MapServer/0,2026-07-16T18:48:25Z
City of Tampa,BLD-26-0521454,2025-12-24,2026-07-03,,Revision,200 S  Nebraska Ave,Tampa,FL,33602,,Commercial New Construction and Additions,Mercantile,"THRESHOLD BUILDING *PRIVATE PROVIDER – INSPECTIONS ONLY*
Site & Foundation


Application for BLD Site and Foundation only. WST Phase 3A Block 1, proposed 10-story parking garage with +/-24,000 SF of commercial use at grade level, +/-8,500 SF of commercial use at roof level, and surrounding stree",,32500.0,,,,,PP:SITE/FDN:Site and Foundation ONLY,,,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=25CAP&capID2=00000&capID3=02ZTL&agencyCode=TAMPA,https://arcgis.tampagov.net/arcgis/rest/services/Planning/ConstructionInspections/MapServer/0,2026-07-15T14:20:53Z
City of Tampa,BLD-26-0521575,2026-01-02,2026-07-14,,Issued,4605 N  Hubert Ave,Tampa,FL,33614,,Commercial Building Alterations (Renovations),Residential,"Building 2 units (1,2,3,4,5,6)
After the fact record to resolve the Construction Compliance Violation record CMP-26-0000029
SCOPE OF VIOLATION:
•	Removed existing flooring and installed new flooring throughout
•	Drywall (sheetrock) repairs and replacement where needed
•	Interior painting comple",,0.0,,,,,ATF: Building 2: Units 1-6 Interior/Exterior Remodel w/ violation CMP-26-0000029,,,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=26CAP&capID2=00000&capID3=00040&agencyCode=TAMPA,https://arcgis.tampagov.net/arcgis/rest/services/Planning/ConstructionInspections/MapServer/0,2026-07-15T14:20:53Z
City of Tampa,BLD-26-0521805,2026-01-13,2026-07-14,,Revision,9714 N  Boulevard,Tampa,FL,33612,,Commercial Building Alterations (Renovations),Assembly,"*PRIVATE PROVIDER – INSPECTIONS ONLY*


1: In 2nd small kitchen area, remove existing cabinets & repair walls as needed.
2: In large room, top the existing slab to match the height of the main building.
3: Raise the rear door opening.
4: Insulation the existing ceiling, including the rear room",,0.0,,,,,PP:Exterior/Interior Remodel - Forest Hills United Methodist Church,,,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=26CAP&capID2=00000&capID3=001SO&agencyCode=TAMPA,https://arcgis.tampagov.net/arcgis/rest/services/Planning/ConstructionInspections/MapServer/0,2026-07-15T14:20:53Z
City of Tampa,BLD-26-0522004,2026-01-21,2026-07-01,,Revision,20610   Bruce B Downs Blvd,Tampa,FL,33647,,Commercial Building Alterations (Renovations),Business,"DESCRIPTION:
*FEMA SFHA: LIMITED PRIVATE PROVIDER – PLAN REVIEW AND INSPECTIONS. CITY OF TAMPA WILL REVIEW FOR SUBSTANTIAL IMPROVEMENT (SI), FLOOD LOAD, AND FLOOD RESISTANT MATERIALS. IF PROJECT IS SI, THE CITY WILL TAKE LEAD ON REVIEWS FOR ALL ITEMS UP TO THE REQUIRED DFE. 

THE CITY WILL TAKE L",,0.0,,,,,FEMA: PP: Suite 200 Interior ALT (BMG Primary Care),,,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=26CAP&capID2=00000&capID3=003HZ&agencyCode=TAMPA,https://arcgis.tampagov.net/arcgis/rest/services/Planning/ConstructionInspections/MapServer/0,2026-07-15T14:20:53Z
City of Tampa,BLD-26-0522281,2026-01-30,2026-07-01,,Revision,1038   Water St,Tampa,FL,33602,,Commercial Building Alterations (Renovations),Assembly,"*PRIVATE PROVIDER – PLAN REVIEW ONLY*

 - GREENLITE TECHNOLOGIES INC.– PLAN REVIEW ONLY* SCOPE OF WORK DESCRIPTION HERE: NEW 4,209 A/C + 562 OUTDOOR 'PURA VIDA MIAMI' RESTAURANT BUILD-OUT OF A PREVIOUSLY OCCUPIED SPACE. SCOPE OF WORK WILL INCLUDE NEW LIGHTING, NEW FINISHES, NEW INTERIOR WALLS, NEW",,0.0,,,,,PP: Change of Occupancy- Pura Vida Miami,,,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=26CAP&capID2=00000&capID3=006C4&agencyCode=TAMPA,https://arcgis.tampagov.net/arcgis/rest/services/Planning/ConstructionInspections/MapServer/0,2026-07-15T14:20:53Z
City of Tampa,BLD-24-0505147,2023-11-18,2026-07-06,,Revision,11210 N  30th St,Tampa,FL,33612,,Commercial New Construction and Additions,Mercantile,"**PRIVATE PROVIDER PLAN REVIEW & INSPECTIONS**

ASI Phase Site/Foundation/Shell
New cold dark construction shell bldg, designed for future tenants to include; exterior walls coursed block and finish materials, exterior storefront systems to be shown for each potential tenant bay, MEP, structural",,6491.0,,,,,PRIVATE PROVIDER: New Retail Bldg- Site/Foundation/Shell,,,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23CAP&capID2=00000&capID3=02S96&agencyCode=TAMPA,https://arcgis.tampagov.net/arcgis/rest/services/Planning/ConstructionInspections/MapServer/0,2026-07-15T14:20:53Z
City of Tampa,BLD-24-0505695,2023-12-14,2026-07-07,,Revision,3902 E  Columbus Dr,Tampa,FL,33605,,Commercial New Construction and Additions,Storage,"Vested Under FBC 7th Edition New construction of 20,395 freezer building including mechanical, electrical, plumbing, fire and associated site work.",,20395.0,,,,,Walk in Freezer,,,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=23CAP&capID2=00000&capID3=02WZS&agencyCode=TAMPA,https://arcgis.tampagov.net/arcgis/rest/services/Planning/ConstructionInspections/MapServer/0,2026-07-15T14:20:53Z
City of Tampa,BLD-24-0506565,2024-01-30,2026-07-07,,Revision,8117 N  11th St,Tampa,FL,33604,,Commercial Building Alterations (Renovations),Residential,"Property currently zoned as SFH, approved for zoning of congregate living. We are applying for this permit to convert the property from SFH to Congregate living. Zoning approval and blueprints with MEP AND Life Safety Plan uploaded to plan room.",,0.0,,,,,06/18/25 KPI,,,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=24CAP&capID2=00000&capID3=005M3&agencyCode=TAMPA,https://arcgis.tampagov.net/arcgis/rest/services/Planning/ConstructionInspections/MapServer/0,2026-07-15T14:20:53Z
City of Tampa,BLD-26-0522885,2026-02-23,2026-07-14,,Issued,200 S  Nebraska Ave,Tampa,FL,33602,,Commercial New Construction and Additions,Mercantile,"THRESHOLD* PRIVATE PROVIDER - PLAN REVIEW AND INSPECTIONS.*  Phased Project

WST Phase 3A Block 1, proposed 10-story parking garage (Firebird) with +/-24,000 SF of commercial use at grade level, +/-8,500 SF of commercial use at roof level, and surrounding streetscape improvements, including subjec",,350405.0,,,,,THRESHOLD: PP: SHELL: New Mixed Use 10 Story Parking Garage& Tenant Shell Space-Waterstreet -SPP Block 1-Firebird,,,https://aca-prod.accela.com/TAMPA/Cap/CapDetail.aspx?Module=Building&TabName=Building&capID1=26CAP&capID2=00000&capID3=00B8P&agencyCode=TAMPA,https://arcgis.tampagov.net/arcgis/rest/services/Planning/ConstructionInspections/MapServer/0,2026-07-15T14:20:53Z
